address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
3250 Meridian Parkway Weston, Florida 33331	Weston	Broward	Hospital	8Am - 5Pm, Monday - Friday	No	Testing At This Site Is By Appointment Only. You Must Call The Testing Site To Be Screened By A Nurse To Determine If You Are Eligible For Testing. If The Nurse Determines That You Meets The Critieria, They Will Be Given A Confirmation Number And Given An Appointment Time.	-	-	Krupa Center	(954) 659-5951	Florida	Https://Www.Local10.Com/News/Local/2020/03/20/Map-Shows-Drive-Through-Testing-Locations-In-Florida/	33331	26.06	-80.37
3501 Johnson St, Hollywood, Fl 33021	Hollywood	Broward	Hospital	Open 24Hrs	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Memorial Healthcare System	(954) 987-2000	Florida	Https://Www.Mhs.Net/Patients-Visitors/Coronavirus-Disease	33021	26.02	-80.19
901 Nw 10Th Street, Pompano Beach, Fl 33060	Pompano Beach	Broward	Drive-Thru	9Am-6Pm, Every Day Except Thursday)	No	No Car Is Required For This Site Which Will Will Be Open Every Day Of The Week Except Thursday. People Experiencing Symptoms Should Call 954-412-7300 For An Appointment Prior To Visiting. Please Be Sure To Wear A Face Covering When Arriving For Testing. Site Is Operated By The Florida Department Of Health In Broward County	-	-	Mitchell Moore Park	-	Florida	Https://Www.Broward.Org/Coronavirus/Pages/Collection-Sites.Aspx	33060	26.23	-80.12
2801 N State Road 7, Margate, Fl 33063	Margate	Broward	Hospital	Open 24Hrs	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested. You Must Provide A Referral From A Physician To Be Tested.	-	-	Northwest Medical Center	(954) 974-0400	Florida	Https://Www.Local10.Com/News/Local/2020/03/20/Map-Shows-Drive-Through-Testing-Locations-In-Florida/	33063	26.25	-80.21
7201 N University Dr, Tamarac, Fl 33321	Tamarac	Broward	Hospital	Open 24Hrs	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested. You Must Provide A Referral From A Physician To Be Tested.	-	-	University Hospital And Medical Center	(954) 724-6182	Florida	Https://Www.Local10.Com/News/Local/2020/03/20/Map-Shows-Drive-Through-Testing-Locations-In-Florida/	33321	26.21	-80.27
560 Nw 27Th Avenue, Fort Lauderdale, Fl 33311	Fort Lauderdale	Broward	Drive-Thru	9Am - 6Pm, Tuesday-Saturday	No	Mobile Drive-Thru Testing Is Not Permitted At This Site. Appointments Are Preferred. People Experiencing Symptoms Of Covd-19 Should Call 954-412-7300 For An Appointment. Please Be Sure To Wear A Face Covering When Arriving For Testing. Site Is Operated By The Florida Department Of Health In Broward County And The Urban League Of Broward County.	-	-	Urban League Of Broward County	-	Florida	Https://Www.Broward.Org/Coronavirus/Pages/Collection-Sites.Aspx	33311	26.13	-80.16
7000 Miramar Pkwy., Miramar, Fl 33023	Miramar	Broward	Walk-Up	9Am-2Pm, Every Day, No Appointment Needed	-	"Anyone Can Be Tested At The Walk-Up Site, Regardless If You Have Symptoms Or Not. You Will Be Required To Wear A Mask And Stay At Least Six Feet Away From Others While You Wait In Line To Get The Free Nasal Swab Test.

Anyone Who Wants To Be Tested Must Have A State Of Florida Approved Photo Id With A Current Address. Children Who Are Under 18 Can Also Be Tested But Must Be Accompanied By A Parent Or Guardian. Be Prepared To Show The Child’S Birth Certificate Or “Proper Documentation Of Guardianship.”"	-	-	Vernon E. Hargray Youth Enrichment Center (Walk-Up Only)	Walk-Up. No Appointment Needed.	Florida	Https://Www.Miamiherald.Com/News/Coronavirus/Article241422246.Html	33023	25.99	-80.21
3580 North Federal Highway	Lighthouse Point	Broward	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33064	26.28	-80.12
1600 S. Federal Highway	Fort Lauderdale	Broward	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33020	26.02	-80.15
401 Nw 42Nd Ave, Plantation, Fl 33317	Plantation	Broward	Screening Hotline/Virtual Screening	Open 24Hrs	No	Those Who Wish To Be Tested At This Site Must Be Screened Prior To Arrival. You Can Access The Hospital'S Screening Tool Through Their Website Or By Calling Their Hotline Directly. Screening Is Based On The Cdc Criteria. You Will Then Be Given An Appointment For Testing.	-	-	Plantation General Hospital	833-582-1972	Florida	Https://Plantationgeneral.Com/Covid-19/Index.Dot#Aboutcovid	33317	26.11	-80.23
2400 Tamiami Trail, Punta Gorda, Fl 33950	Punta Gorda	Charlotte	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33950	26.92	-82.04
1708 Blanding Boulevard, Middleburg, Fl 32068	Middleburg	Clay	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Middleburg	(904) 600-4755	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Middleburg-Fl/	32068	30.1	-81.9
2140 Kingsley Avenue, Suite 15, Orange Park, Fl 32073	Orange Park	Clay	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Orange Park	(904) 458-5518	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Orange-Park-Fl/	32073	30.16	-81.75
906 Blanding Boulevard, Orange Park, Fl 32065	Orange Park	Clay	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32065	30.15	-81.81
2375 Vanderbilt Beach Road, Naples, Fl 34108	Naples	Collier	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34108	26.25	-81.81
11190 Health Park Blvd, Naples, Fl 34110	Naples	Collier	Drive-Thru	By Appointment Only.	No	Appointments Available Only After Pre-Screening By A Doctor. Patients Can Call 239-624-5000.	-	-	Nch Healthcare System	(239) 624-5000	Florida	Https://Www.Local10.Com/News/Local/2020/03/20/Map-Shows-Drive-Through-Testing-Locations-In-Florida/	34110	26.3	-81.79
5296 Tamiami Trail	Naples	Collier	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34103	26.2	-81.8
13400 Immokalee Road	Naples	Collier	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34120	26.3	-81.6
8831 Immokalee Road	Naples	Collier	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34120	26.3	-81.6
